area,perimeter,width,height,aspect_ratio,target_size
395.20452071353793,79.51925849914551,29,29,0.9999999655172426,1.0
755.056533635594,109.91384887695312,38,38,0.9999999736842113,1.0
719.6662297099829,107.30673217773438,39,39,0.999999974358975,1.0
509.1513801589608,90.26644706726074,32,31,1.0322580312174827,1.0
578.4491639919579,96.341064453125,35,34,1.0294117344290667,1.0
877.1837303414941,118.96371841430664,39,35,1.1142856824489806,1.0
431.4816312082112,83.35600280761719,30,30,0.9999999666666678,1.0
590.7664021775126,97.5633316040039,36,36,0.999999972222223,1.0
614.9122656062245,99.19014358520508,36,35,1.0285713991836745,1.0
492.1387844905257,88.73712158203125,31,31,0.9999999677419364,1.0
404.47503888607025,80.44646072387695,29,28,1.035714248724491,1.0
697.1977783516049,105.63003540039062,35,35,0.9999999714285723,1.0
523.8693349957466,91.56197929382324,32,32,0.9999999687500011,1.0
719.9077908098698,107.32470321655273,39,39,0.999999974358975,1.0
634.7387896608561,100.77669143676758,37,37,0.9999999729729737,1.0
670.8299287557602,103.60183715820312,36,36,0.999999972222223,1.0
512.2740852311254,90.53440475463867,34,33,1.0303029990817274,1.0
443.3935579955578,84.23019218444824,30,31,0.9677419042663902,1.0
527.3310519922525,92.09533309936523,34,33,1.0303029990817274,1.0
465.3416159003973,86.28831481933594,31,31,0.9999999677419364,1.0
252.6910660583526,64.73851585388184,17,22,0.7727272376033073,1.0
638.9704749435186,101.1131591796875,36,36,0.999999972222223,1.0
730.443654505536,108.10719680786133,39,39,0.999999974358975,1.0
687.5544646047056,104.88602447509766,38,38,0.9999999736842113,1.0
510.891443811357,90.41197395324707,32,32,0.9999999687500011,1.0
654.3471886515617,102.32186889648438,37,37,0.9999999729729737,1.0
555.3238322362304,94.2641429901123,33,32,1.0312499677734386,1.0
549.5925872772932,93.81391334533691,34,34,0.9999999705882362,1.0
880.8655710145831,118.73073768615723,43,43,0.9999999767441866,1.0
603.6840526498854,98.28337478637695,36,36,0.999999972222223,1.0
372.50746573507786,77.20463562011719,28,28,0.9999999642857155,1.0
479.17169713974,87.56024932861328,32,32,0.9999999687500011,1.0
593.0184191390872,97.40823364257812,33,34,0.9705882067474058,1.0
483.4350371658802,88.04816818237305,31,32,0.9687499697265636,1.0
572.3675875142217,95.7398796081543,34,34,0.9999999705882362,1.0
606.2176594510674,98.78377151489258,36,36,0.999999972222223,1.0
515.2013093903661,90.80826568603516,33,33,0.9999999696969707,1.0
517.0698996819556,90.9569206237793,33,33,0.9999999696969707,1.0
463.0435129106045,86.07406616210938,32,31,1.0322580312174827,1.0
507.11615009978414,90.0774917602539,33,32,1.0312499677734386,1.0
435.7762193568051,83.67739486694336,30,31,0.9677419042663902,1.0
542.4061775337905,93.22429847717285,34,34,0.9999999705882362,1.0
561.8688972294331,94.83804702758789,35,35,0.9999999714285723,1.0
721.8659296780825,107.47068786621094,39,38,1.0263157624653747,1.0
480.4939861521125,87.69012832641602,29,29,0.9999999655172426,1.0
757.2099366113544,110.07013893127441,40,40,0.9999999750000007,1.0
460.7211044486612,86.24014091491699,31,32,0.9687499697265636,1.0
347.09401169233024,74.53943824768066,27,27,0.9999999629629643,1.0
422.35415316559374,82.28485870361328,30,29,1.0344827229488716,1.0
